source,family,group,model,experiment,env,seal_clock,price_order,number_agents,increment,seed_base,temperature,n_runs,n_bids,n_rows_dropped_nan_bid,mean_dev,sd_dev,se_dev,median_dev,mad,smad_pct,boot_ci_mean_lo,boot_ci_mean_hi,boot_ci_smad_lo,boot_ci_smad_hi,share_under,share_over,share_within_2pct,rne_benchmark,mean_dev_rne,mad_rne,smad_rne_pct,mean_dev_rne_capped,is_baseline,baseline_experiment,baseline_n,baseline_mean_dev,diff_mean_dev,welch_t,welch_p,mw_p,cohens_d,source_path,notes
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis2_forward_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-6.12067,4.34128,0.354464,-5.2,6.12067,24.9823,-6.82668,-5.42117,22.1272,27.864,0.886667,0,0.113333,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,-4.868,-12.9846,7.87229e-28,1.24221e-37,-1.60028,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis2_forward_onestep,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.378,0.647957,0.0529055,-0.1,0.383333,1.56463,-0.502667,-0.288,1.19728,2.07075,0.173333,0,0.826667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,0.874667,6.57277,1.56896e-10,4.08974e-06,0.494792,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis2_forward_tree,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.527333,0.607658,0.049615,-0.5,0.527333,2.15238,-0.6427,-0.443333,1.80952,2.62327,0.38,0,0.62,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,0.725333,5.50326,6.8188e-08,0.994112,0.411425,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis3_beliefs_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.70933,2.48089,0.202564,-0.5,1.71467,6.99864,-2.11268,-1.32733,5.44197,8.64524,0.453333,0.00666667,0.54,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis3_beliefs_common_knowledge,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.56733,3.40652,0.278141,-0.1,1.57,6.40816,-2.1401,-1.0679,4.36952,8.75116,0.24,0,0.76,,,,,,False,axis3_beliefs_baseline,150,-1.70933,0.142,0.412689,0.680159,1.11675e-06,0.0476532,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis3_beliefs_firstorder,private,seal,second,3,0.1,1299,0.5,1,126,0,-2.40159,3.5582,0.31699,-0.5,2.40476,9.81535,-3.0524,-1.82056,7.43764,12.4717,0.555556,0,0.444444,,,,,,False,axis3_beliefs_baseline,150,-1.70933,-0.692254,-1.8402,0.0671015,0.169269,-0.229192,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,axis3_beliefs_secondorder,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.30533,2.3979,0.195787,-0.5,1.30667,5.33333,-1.72083,-0.936667,3.82857,7.02918,0.306667,0.00666667,0.686667,,,,,,False,axis3_beliefs_baseline,150,-1.70933,0.404,1.43406,0.152605,0.0503948,0.165591,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gemini-2.0-flash,gemini-2.0-flash,intervention_NE_strat_reveal,private,seal,second,3,0.1,1299,0.5,1,147,0,-0.0836735,0.161347,0.0133077,0,0.0836735,0.341524,-0.110884,-0.0585034,0.238789,0.452589,0.0408163,0,0.959184,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,1.16899,9.51727,5.56398e-19,5.34327e-40,0.673355,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini/intervention_NE_strat_reveal,
es_v12_raw,es_v12,gemini-2.0-flash,gemini-2.0-flash,intervention_menu,private,seal,second,3,0.1,1299,0.5,1,147,0,-1.12789,2.08848,0.172255,-0.5,1.12789,4.60364,-1.50211,-0.820357,3.3484,6.13106,0.401361,0,0.598639,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,0.124776,0.590951,0.555008,0.0920089,0.0592395,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini/intervention_menu,
es_v12_raw,es_v12,gemini-2.0-flash,gemini-2.0-flash,intervention_nash_deviation,private,seal,second,3,0.1,1299,0.5,1,147,0,-1.6585,2.35377,0.194136,-0.5,1.6585,6.7694,-2.05522,-1.27415,5.20061,8.38866,0.585034,0,0.414966,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,-0.405837,-1.76956,0.0779547,0.000810582,-0.184794,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini/intervention_nash_deviation,
es_v12_raw,es_v12,gemini-2.0-flash,gemini-2.0-flash,intervention_proxy_breitmoser,private,seal,second,3,0.1,1299,0.5,1,135,0,-2.32222,3.25161,0.279854,-0.5,2.32222,9.47846,-2.88674,-1.82219,7.43749,11.7826,0.62963,0,0.37037,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,-1.06956,-3.50292,0.000575756,7.37961e-09,-0.424083,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini/intervention_proxy_breitmoser,
es_v12_raw,es_v12,gemini-2.0-flash,gemini-2.0-flash,intervention_wrong_strat_reveal,private,seal,second,3,0.1,1299,0.5,1,57,0,-13.0316,5.70927,0.756211,-13,13.0316,53.1901,-14.5527,-11.6015,47.353,59.3987,1,0,0,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,-11.7789,-15.377,2.69658e-22,4.54354e-32,-3.94626,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini/intervention_wrong_strat_reveal,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,loss_aversion_WTA_WTP,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.59067,2.18753,0.178611,-0.5,1.59067,6.49252,-1.95337,-1.26533,5.16463,7.97293,0.593333,0,0.406667,,,,,,False,loss_aversion_baseline,138,-0.683333,-0.907333,-4.22364,3.34303e-05,5.04719e-10,-0.48957,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,loss_aversion_baseline,private,seal,second,3,0.1,1299,0.5,1,138,0,-0.683333,1.40217,0.11936,-0.5,0.683333,2.78912,-0.926812,-0.47462,1.93722,3.7829,0.268116,0,0.731884,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,0.569333,3.33425,0.000938958,0.0335887,0.296575,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,loss_aversion_endowment,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.69667,2.37556,0.193964,-0.5,1.69933,6.93605,-2.0901,-1.33462,5.4666,8.54218,0.64,0,0.36,,,,,,False,loss_aversion_baseline,138,-0.683333,-1.01333,-4.44938,1.30771e-05,8.52862e-11,-0.514322,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,loss_aversion_gain_frame,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.651333,1.28239,0.104707,-0.5,0.651333,2.6585,-0.868683,-0.46665,1.90469,3.54565,0.26,0,0.74,,,,,,False,loss_aversion_baseline,138,-0.683333,0.032,0.201539,0.840424,0.653965,0.023861,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,loss_aversion_loss_frame,private,seal,second,3,0.1,1299,0.5,1,126,0,-0.956349,1.82,0.162138,-0.5,0.956349,3.90347,-1.28972,-0.660298,2.69509,5.26417,0.365079,0,0.634921,,,,,,False,loss_aversion_baseline,138,-0.683333,-0.273016,-1.35603,0.176395,0.0347845,-0.169044,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,loss_aversion_mixed_frame,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.14067,2.12404,0.173427,-0.5,1.14067,4.65578,-1.51068,-0.818667,3.3415,6.16605,0.44,0,0.56,,,,,,False,loss_aversion_baseline,138,-0.683333,-0.457333,-2.17227,0.0307387,0.00052967,-0.252051,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,risk_averse,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.93867,4.18097,0.341375,-1,2.93867,11.9946,-3.57602,-2.306,9.41224,14.596,0.813333,0,0.186667,,,,,,False,risk_neutrality,150,-0.835333,-2.10333,-5.51809,9.66408e-08,1.25454e-19,-0.637174,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,risk_neutrality,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.835333,2.07682,0.169571,-0.5,0.835333,3.40952,-1.2147,-0.526633,2.14952,4.95796,0.28,0,0.72,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,0.417333,1.99719,0.0466984,0.0396188,0.19851,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,risk_seeking,private,seal,second,3,0.1,1299,0.5,1,138,0,-0.302899,3.13567,0.266926,0.5,1.2058,4.92162,-0.84587,0.177554,3.12326,7.0102,0.0652174,0.463768,0.471014,,,,,,False,risk_neutrality,150,-0.835333,0.532435,1.68367,0.0935738,4.8152e-29,0.201862,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gemini-2.0-flash,gemini-2.0-flash,spsb,private,seal,second,3,0.1,1399,0.5,1,150,0,-1.62933,3.28843,0.268499,-0.5,1.62933,6.65034,-2.2101,-1.15867,4.72925,9.02082,0.54,0,0.46,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-1.25267,-0.376667,-1.27701,0.202993,0.107224,-0.14682,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,ascending_clock_closed,private,clock,second,3,0.5,1299,0.5,1,150,0,-0.16,0.358595,0.0292792,0,0.186667,0.761905,-0.22,-0.106667,0.557823,1.00714,0.0933333,0.00666667,0.9,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,-0.0886738,-1.57793,0.115341,2.47959e-11,-0.130348,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/ascending_clock_closed/run_2026-07-09_10-53-35-307445/results/ascending_clock_apv_closed_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,axis1_contingent_baseline,private,seal,second,3,0.1,1299,0.5,1,129,0,-0.158915,1.16978,0.102993,0,0.210078,0.857459,-0.38219,-0.0030814,0.237304,1.77504,0.0387597,0.00775194,0.953488,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/axis1_contingent_baseline/run_2026-07-09_10-59-55-217304/results/axis1_contingent_baseline_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,axis2_forward_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.0353333,0.205996,0.0168195,0,0.054,0.220408,-0.0746667,-0.00733333,0.111565,0.378231,0.00666667,0.00666667,0.986667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,0.0359928,0.708108,0.479362,1.93657e-06,0.0547155,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/axis2_forward_baseline/run_2026-07-09_11-17-09-449873/results/axis2_forward_baseline_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,axis2_forward_onestep,private,seal,second,3,0.1,1299,0.5,1,150,0,0.000666667,0.00816497,0.000666667,0,0.000666667,0.00272109,0,0.002,0,0.00816327,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,0.0719928,1.50077,0.134551,0.0114184,0.111361,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/axis2_forward_onestep/run_2026-07-09_11-18-49-794911/results/axis2_forward_onestep_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,axis2_forward_tree,private,seal,second,3,0.1,1299,0.5,1,135,0,-0.00592593,0.509721,0.0438698,0,0.12,0.489796,-0.102241,0.0637222,0.214588,0.895011,0.0148148,0.0296296,0.955556,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,0.0654002,1.00612,0.314993,0.000173067,0.0909007,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/axis2_forward_tree/run_2026-07-09_11-20-46-573459/results/axis2_forward_tree_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,axis3_beliefs_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,0.004,0.0989068,0.0080757,0,0.044,0.179592,-0.014,0.0193333,0.127891,0.242177,0.0266667,0.02,0.953333,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/axis3_beliefs_baseline/run_2026-07-09_11-33-21-996251/results/axis3_beliefs_baseline_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,axis3_beliefs_secondorder,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.0733333,0.529235,0.0432118,0,0.129333,0.527891,-0.15735,0.00266667,0.217687,0.87898,0.0333333,0.02,0.946667,,,,,,False,axis3_beliefs_baseline,150,0.004,-0.0773333,-1.75918,0.0804664,0.310346,-0.203132,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/axis3_beliefs_secondorder/run_2026-07-09_11-35-39-718476/results/axis3_beliefs_secondorder_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,intervention_menu,private,seal,second,3,0.1,1299,0.5,1,147,0,-2.1932,4.24612,0.350214,-0.1,2.23673,9.12953,-2.91032,-1.54277,6.50278,12.0369,0.278912,0.0204082,0.70068,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,-2.12187,-6.00274,1.37612e-08,1.6901e-31,-0.824119,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/intervention_menu/run_2026-07-09_11-37-33-700000/results/intervention_menu_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,intervention_proxy_breitmoser,private,seal,second,3,0.1,1299,0.5,1,147,0,-0.285034,0.994943,0.0820615,-0.1,0.295918,1.20783,-0.473486,-0.136037,0.594197,1.97418,0.0884354,0.00680272,0.904762,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,-0.213708,-2.24833,0.0254352,4.38597e-20,-0.24486,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/intervention_proxy_breitmoser/run_2026-07-09_11-41-48-533810/results/intervention_proxy_breitmoser_results.csv,
es_v12_raw,es_v12,gemini-2.5-flash,gemini-2.5-flash,spsb,private,seal,second,3,0.1,1399,0.5,1,150,0,-0.300667,2.10185,0.171616,0,0.558,2.27755,-0.598683,0.0600667,1.05027,3.74707,0.113333,0.0266667,0.86,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],279,-0.0713262,-0.229341,-1.28704,0.199805,4.86548e-07,-0.163836,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemini25flash/spsb/run_2026-07-09_11-46-02-755898/results/spsb_apv_results.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,POOLED_axis_baseline,private,seal,second,,,,,,297,0,-6.52997,4.0605,0.235614,-6.5,6.5697,26.8151,-6.97582,-6.0865,25.0432,28.6009,,,,,,,,,True,,,,,,,,,,"pooled axis1+axis3 baselines (derived cell; axis2_forward_baseline excluded as a treated clock-exit description, see results/merged_ranking/_axis2_baseline_provenance.md)"
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,POOLED_axis_baseline_legacy,private,seal,second,,,,,,447,0,-4.53714,4.73723,0.224063,-4.5,5.07494,20.7141,-4.97162,-4.09616,19.1669,22.2633,,,,,,,,,True,,,,,,,,,,LEGACY pooled axis1+axis2+axis3 baselines (contains the treated axis2 clock-exit cell; comparison only)
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,ascending_clock_closed,private,clock,second,3,0.5,1399,0.5,1,120,0,-0.333333,0.5737,0.0523714,-0.5,0.458333,1.87075,-0.441667,-0.233333,1.54762,2.2619,0.316667,0.0416667,0.641667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,6.19663,25.6734,4.34548e-80,8.88815e-42,1.79978,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,ascending_clock_ipv_closed,private,clock,second,3,0.5,1299,0.5,2,132,0,-0.265152,0.3977,0.0346154,-0.5,0.439394,1.79344,-0.329545,-0.19697,1.6543,1.91713,0.272727,0.106061,0.621212,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,6.26481,26.3069,8.07738e-81,1.52492e-45,1.84917,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/ascending_clock_ipv_closed/run_2026-07-08_12-16-00-294401/results/ascending_clock_ipv_closed_results.csv;Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/ascending_clock_ipv_closed/run_2026-07-09_09-18-41-617078/results/ascending_clock_ipv_closed_results.csv,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_backward_induct,private,seal,second,3,0.1,1299,0.5,1,141,0,-0.807092,4.03011,0.339397,1,2.19433,8.95643,-1.5242,-0.188635,6.79027,11.4548,0.22695,0.659574,0.113475,,,,,,False,axis1_contingent_baseline,147,-7.1068,6.29971,13.1756,2.67754e-31,7.7599e-33,1.55267,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/axis1_contingent_backward_induct,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_baseline,private,seal,second,3,0.1,1299,0.5,1,147,0,-7.1068,4.08325,0.336781,-7.5,7.13946,29.1406,-7.77755,-6.48503,26.6665,31.8424,0.92517,0.0340136,0.0408163,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_dominated,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.94667,4.37759,0.357429,-4.25,5.02267,20.5007,-5.63617,-4.25855,17.7466,23.309,0.826667,0.04,0.133333,,,,,,False,axis1_contingent_baseline,147,-7.1068,2.16014,4.39859,1.52462e-05,3.22466e-06,0.51013,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_enumerate,private,seal,second,3,0.1,1299,0.5,1,150,0,-6.266,4.5798,0.373939,-5.5,6.38067,26.0435,-7.00615,-5.58333,23.3248,28.988,0.92,0.0466667,0.0333333,,,,,,False,axis1_contingent_baseline,147,-7.1068,0.840803,1.67077,0.0958364,0.0278436,0.193682,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_onestep,private,seal,second,3,0.1,1299,0.5,1,150,0,-5.624,3.65885,0.298744,-5.5,5.68933,23.2218,-6.23537,-5.0293,20.8759,25.6762,0.92,0.0333333,0.0466667,,,,,,False,axis1_contingent_baseline,147,-7.1068,1.4828,3.29374,0.00111116,0.000505416,0.382687,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/axis1_contingent_onestep,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_tree,private,seal,second,3,0.1,1299,0.5,1,141,0,-3.69858,3.99555,0.336486,-3,3.90851,15.9531,-4.37383,-3.03968,13.4026,18.5787,0.666667,0.0780142,0.255319,,,,,,False,axis1_contingent_baseline,147,-7.1068,3.40822,7.15905,6.88086e-12,1.08879e-11,0.843502,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/axis1_contingent_tree,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis1_contingent_worstcase,private,seal,second,3,0.1,1299,0.5,1,135,0,-6.18444,5.05924,0.43543,-5.9,6.29111,25.678,-6.98767,-5.34515,22.3731,28.9435,0.8,0.0666667,0.133333,,,,,,False,axis1_contingent_baseline,147,-7.1068,0.922358,1.67557,0.0950351,0.1253,0.201548,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis2_forward_backward_induct,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.31667,4.86882,0.397538,-1,3.506,14.3102,-3.08883,-1.54665,11.6707,17.1403,0.553333,0.36,0.0866667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,4.2133,9.11743,2.31564e-17,9.01757e-23,0.969039,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis2_forward_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.591333,3.2908,0.268693,1,2.11533,8.63401,-1.12335,-0.113967,7.07211,10.338,0.266667,0.646667,0.0866667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,5.93863,16.6178,2.07641e-46,1.36665e-42,1.55458,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis2_forward_onestep,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.17333,3.74577,0.305841,-4.5,4.36267,17.8068,-4.79405,-3.6113,15.6566,20.2478,0.8,0.0933333,0.106667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,2.35663,6.1041,2.97616e-09,1.90083e-10,0.595424,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis2_forward_tree,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.336,4.24209,0.346365,-0.5,2.68267,10.9497,-3.05735,-1.69198,8.45966,13.7146,0.473333,0.133333,0.393333,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,4.19397,10.0117,1.93514e-20,5.16086e-25,1.01741,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis3_beliefs_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-5.96467,3.97073,0.324209,-6,6.01133,24.5361,-6.59088,-5.3392,22.0293,27.0532,0.886667,0.0333333,0.08,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis3_beliefs_common_knowledge,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.25933,5.78857,0.472635,-0.5,4.32067,17.6354,-5.14755,-3.37327,14.0371,21.2549,0.513333,0.02,0.466667,,,,,,False,axis3_beliefs_baseline,150,-5.96467,1.70533,2.9754,0.00319744,7.68079e-06,0.343569,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis3_beliefs_firstorder,private,seal,second,3,0.1,1299,0.5,1,132,0,-6.84773,4.86462,0.423411,-7.5,7.16136,29.2301,-7.67131,-5.95902,26.1873,32.3537,0.893939,0.0530303,0.0530303,,,,,,False,axis3_beliefs_baseline,150,-5.96467,-0.883061,-1.6559,0.0989806,0.151276,-0.20017,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,axis3_beliefs_secondorder,private,seal,second,3,0.1,1299,0.5,1,150,0,-7.42533,4.95238,0.40436,-7.75,7.472,30.498,-8.19267,-6.65318,27.4113,33.5868,0.94,0.00666667,0.0533333,,,,,,False,axis3_beliefs_baseline,150,-5.96467,-1.46067,-2.81827,0.0051668,0.0123901,-0.325426,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,intervention_NE_strat_reveal,private,seal,second,3,0.1,1299,0.5,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,6.52997,27.7147,3.11686e-84,6.19035e-51,1.95177,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/intervention_NE_strat_reveal,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,intervention_menu,private,seal,second,3,0.1,1299,0.5,1,141,0,-4.49858,5.05932,0.426072,-4,4.88865,19.9537,-5.36472,-3.63754,16.723,23.1878,0.602837,0.170213,0.22695,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,2.03138,4.17226,4.28591e-05,2.55506e-06,0.461053,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/intervention_menu,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,intervention_nash_deviation,private,seal,second,3,0.1,1299,0.5,1,150,0,-6.47733,4.92919,0.402467,-6.5,6.56133,26.781,-7.27335,-5.68585,23.5808,29.9465,0.893333,0.04,0.0666667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,0.052633,0.112859,0.910232,0.459969,0.0120424,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/intervention_nash_deviation,
