variant,model_folder,model_label,condition,condition_folder,mechanism_type,n_markets,n_students,mean_tau_pct,se_naive_pct,se_boot_pct,ci95_lo_pct,ci95_hi_pct,mean_tau_tierobust_pct,truthful_rate_pct,n_decisions_total,n_decisions_informative,n_yesno_decisions,n_pick_decisions,n_misreports,misreport_rate_pct,n_truthfulYES_nodes,type1_false_rejections,type1_rate_pct,n_truthfulNO_nodes,type2_false_acceptances,type2_rate_pct,rule3_upper_misreport_pct,rule3_upper_type1_pct,rule3_upper_type2_pct,n_parse_errors,note
da_cardinal,claude,Claude 3.5 Haiku,direct_baseline,direct_baseline,direct,46,184,12.8623,1.3727,1.29612,10.4167,15.4008,12.1377,56.5217,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,direct_menu_mechanics,direct_menu_mechanics,direct,50,200,11.4167,1.05394,1.08785,9.33333,13.5833,10.4167,52.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,direct_menu_property,direct_menu_property,direct,50,200,8,0.952237,0.921564,6.16667,9.83333,7.25,65.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,direct_null,direct_null,direct,50,200,13.3333,1.23349,1.04401,11.25,15.3354,12.5,51,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,direct_textbook_sp,direct_textbook_sp,direct,50,200,3.58333,0.677441,0.781661,2.16667,5.33333,3.08333,84,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,intervention_risk_averse,intervention_risk_averse,direct,18,72,29.6296,2.93421,2.72946,24.3056,34.7222,28.7037,22.2222,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,intervention_risk_neutral,intervention_risk_neutral,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,intervention_risk_seeking,intervention_risk_seeking,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,loss_aversion_endowment,loss_aversion_endowment,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,loss_aversion_gain_frame,loss_aversion_gain_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,loss_aversion_loss_frame,loss_aversion_loss_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,loss_aversion_mixed_frame,loss_aversion_mixed_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,osp_baseline,osp_baseline,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,claude,Claude 3.5 Haiku,osp_yesno,osp_yesno,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,axis1_backward_induct,axis1_backward_induct,direct,50,200,7.83333,0.826268,0.62626,6.58333,9.08333,6.91667,64,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis1_dominated,axis1_dominated,direct,49,196,12.2449,0.980225,0.854221,10.6293,13.9456,11.0544,46.4286,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis1_enumerate,axis1_enumerate,direct,46,184,9.69203,1.0307,0.97112,7.88043,11.5942,8.24275,60.3261,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis1_onestep,axis1_onestep,direct,49,196,13.3503,1.24491,1.12375,11.0544,15.5612,12.5,54.0816,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis1_tree,axis1_tree,direct,47,188,13.1206,1.10126,0.949203,11.2589,14.8936,11.6135,45.7447,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis1_worstcase,axis1_worstcase,direct,48,192,14.4097,1.20117,1.06694,12.3264,16.4931,13.4549,43.75,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_0step,axis2_0step,direct,49,196,16.4116,1.30118,1.34275,13.7755,19.0476,15.3912,40.3061,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_1step,axis2_1step,direct,45,180,13.4259,1.2533,1.07297,11.3889,15.6481,12.3148,48.8889,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_2step,axis2_2step,direct,50,200,13.4167,1.12517,1.14761,11.25,15.75,12.3333,46,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_fullsim,axis2_fullsim,direct,46,184,11.6848,1.18619,1.30707,9.32971,14.3116,10.779,53.8043,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_monotonic_options,axis2_monotonic_options,direct,50,200,6.41667,0.815791,0.811392,4.91458,8.08333,5.33333,71.5,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_monotonic_outcome,axis2_monotonic_outcome,direct,50,200,3.25,0.57514,0.501122,2.25,4.25,2.58333,84,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis2_monotonic_safety,axis2_monotonic_safety,direct,49,196,4.2517,0.667173,0.569327,3.23129,5.44218,3.40136,79.0816,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis3_common_knowledge,axis3_common_knowledge,direct,50,200,15.25,1.22085,1.1195,13.1667,17.5,14,43,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis3_firstorder,axis3_firstorder,direct,50,200,15.1667,1.23456,1.09809,13,17.3333,13.8333,45,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,axis3_secondorder,axis3_secondorder,direct,50,200,17.0833,1.31264,1.19046,14.8333,19.5,15.75,38.5,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,direct_baseline,direct_baseline,direct,46,184,18.75,1.4307,1.63562,15.5797,22.0109,17.663,36.413,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,direct_menu_mechanics,direct_menu_mechanics,direct,50,200,10.9167,1.08024,1.14053,8.75,13.1667,10,57,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,direct_menu_property,direct_menu_property,direct,50,200,1.25,0.390734,0.399005,0.5,2.08333,0.5,94,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,direct_null,direct_null,direct,50,200,15.1667,1.29526,1.3671,12.5833,18,13.8333,45.5,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,direct_textbook_sp,direct_textbook_sp,direct,8,32,2.60417,1.08689,1.00642,0.520833,4.6875,0,84.375,,,,,,,,,,,,,,,,0,
da_cardinal,gemini,Gemini 2.0 Flash,intervention_risk_averse,intervention_risk_averse,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,intervention_risk_neutral,intervention_risk_neutral,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,intervention_risk_seeking,intervention_risk_seeking,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,loss_aversion_endowment,loss_aversion_endowment,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,loss_aversion_gain_frame,loss_aversion_gain_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,loss_aversion_loss_frame,loss_aversion_loss_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,loss_aversion_mixed_frame,loss_aversion_mixed_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,osp_baseline,osp_baseline,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemini,Gemini 2.0 Flash,osp_yesno,osp_yesno,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,axis1_backward_induct,axis1_backward_induct,direct,50,200,22.3333,1.6347,1.65533,19.25,25.75,21.5,35,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis1_dominated,axis1_dominated,direct,50,200,24.6667,1.50358,1.39508,22.0812,27.4187,23.3333,24.5,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis1_enumerate,axis1_enumerate,direct,46,184,27.4457,1.59927,1.51356,24.5471,30.4348,26.5399,18.4783,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis1_onestep,axis1_onestep,direct,50,200,14.0833,1.31614,1.14491,11.8333,16.4167,13.5,51,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis1_tree,axis1_tree,direct,50,200,16.5,1.45176,1.36977,14,19.25,15.5833,46,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis1_worstcase,axis1_worstcase,direct,50,200,25.5,1.67881,1.56455,22.4979,28.5,24.6667,30,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_0step,axis2_0step,direct,50,200,21.3333,1.53209,1.52018,18.4167,24.2521,20.5,34,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_1step,axis2_1step,direct,46,184,24.4565,1.72763,1.51647,21.5557,27.4457,23.7319,29.8913,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_2step,axis2_2step,direct,50,200,19.25,1.46663,1.46508,16.4167,22.0833,18.25,39,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_fullsim,axis2_fullsim,direct,47,188,18.5284,1.61635,1.85935,14.9823,22.254,17.6418,40.4255,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_monotonic_options,axis2_monotonic_options,direct,50,200,15.4167,1.40261,1.19207,13.1667,17.8333,14.75,50,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_monotonic_outcome,axis2_monotonic_outcome,direct,50,200,18.0833,1.606,1.45432,15.1667,21,17.25,47.5,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis2_monotonic_safety,axis2_monotonic_safety,direct,50,200,6.58333,0.980672,1.14086,4.41667,8.83333,6.25,76,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis3_common_knowledge,axis3_common_knowledge,direct,49,196,20.8333,1.60117,1.76711,17.5149,24.3219,19.898,38.2653,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis3_firstorder,axis3_firstorder,direct,50,200,21.3333,1.59459,1.58322,18.1667,24.3333,20.4167,36,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,axis3_secondorder,axis3_secondorder,direct,50,200,21.5,1.43533,1.3794,18.9167,24.25,20.6667,34,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,direct_baseline,direct_baseline,direct,100,400,24.4167,1.12526,1.0565,22.375,26.4583,23.625,30,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,direct_menu_mechanics,direct_menu_mechanics,direct,41,164,17.5813,1.51371,1.47709,14.7358,20.4294,16.6667,40.2439,,,,,,,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,direct_menu_property,direct_menu_property,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,direct_null,direct_null,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,direct_textbook_sp,direct_textbook_sp,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,intervention_risk_averse,intervention_risk_averse,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,intervention_risk_neutral,intervention_risk_neutral,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,intervention_risk_seeking,intervention_risk_seeking,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,loss_aversion_endowment,loss_aversion_endowment,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,loss_aversion_gain_frame,loss_aversion_gain_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,loss_aversion_loss_frame,loss_aversion_loss_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,loss_aversion_mixed_frame,loss_aversion_mixed_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gemma,Gemma 3 27B,osp_baseline,osp_baseline,osp,45,180,6.11111,1.53639,1.36487,3.51852,8.98148,5,75,325,306,0,325,42,13.7255,,,,,,,,,,0,
da_cardinal,gemma,Gemma 3 27B,osp_yesno,osp_yesno,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da_cardinal,gpt4o,GPT-4o,axis1_backward_induct,axis1_backward_induct,direct,50,200,9.75,0.961845,0.859464,8,11.4167,8.91667,59.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis1_dominated,axis1_dominanted,direct,46,184,10.8696,1.06597,1.16728,8.69565,13.2246,9.78261,55.9783,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis1_enumerate,axis1_enumerate_gpt4o,direct,50,200,10,1.02318,1.12208,7.91667,12.3333,9.08333,60,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis1_onestep,axis1_onestep,direct,46,184,8.87681,0.951753,1.08269,6.88406,11.1413,7.88043,59.7826,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis1_tree,axis1_tree,direct,50,200,11,1.13593,0.968756,9.08333,12.8333,10,57,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis1_worstcase,axis1_worstcase,direct,46,184,12.9529,1.20449,1.30575,10.3261,15.4891,12.1377,51.6304,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_0step,axis2_0step,direct,50,200,7.5,0.841667,0.867985,5.91667,9.25,6.58333,66,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_1step,axis2_1step,direct,50,200,11.1667,1.07058,1.12603,9,13.3354,10.1667,54.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_2step,axis2_2step,direct,50,200,11.0833,1.09104,1.0673,9.08333,13.25,10,57,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_fullsim,axis2_fullsim,direct,50,200,10.5833,0.982663,0.92692,8.83333,12.4167,9.66667,55,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_monotonic_options,axis2_monotonic_options,direct,50,200,6.75,0.900536,0.797477,5.16667,8.25,5.83333,72,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_monotonic_outcome,axis2_monotonic_outcome,direct,50,200,8.58333,0.952366,0.973834,6.75,10.5833,7.75,64.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis2_monotonic_safety,axis2_monotonic_safety,direct,50,200,3.5,0.54897,0.542609,2.49792,4.58333,2.58333,81.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis3_common_knowledge,axis3_common_knowledge,direct,50,200,7.58333,0.958356,0.954537,5.75,9.50208,7,69,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis3_firstorder,axis3_firstorder,direct,50,200,9.83333,1.0711,1.04758,7.83333,12.0833,9.08333,61,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,axis3_secondorder,axis3_secondorder,direct,50,200,7.5,0.905579,0.928091,5.75,9.33333,6.66667,69,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,direct_baseline,direct_baseline,direct,50,200,11.9167,1.0658,1.14536,9.66667,14.25,11,52.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,direct_menu_mechanics,direct_menu_mechanics,direct,50,200,11.5,1.00522,1.04905,9.5,13.75,10.6667,53,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,direct_menu_property,direct_menu_property,direct,50,200,1.91667,0.51739,0.498312,1,2.91667,1.41667,92,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,direct_null,direct_null,direct,50,200,7.91667,0.834902,0.775905,6.41667,9.5,6.91667,64,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,direct_textbook_sp,direct_textbook_sp,direct,50,200,0.833333,0.283306,0.272869,0.333333,1.41667,0.166667,95.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,intervention_risk_averse,intervention_risk_averse,direct,50,200,33.5,1.93411,2.06519,29.5833,37.75,32.75,21.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,intervention_risk_neutral,intervention_risk_neutral,direct,50,200,9.16667,0.950697,0.945874,7.33333,11.1667,8.16667,62,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,intervention_risk_seeking,intervention_risk_seeking,direct,50,200,3.91667,0.657575,0.664852,2.66667,5.33333,3.08333,81,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,direct,50,200,8.16667,0.868118,0.783662,6.66667,9.75,6.91667,63,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,loss_aversion_endowment,loss_aversion_endowment,direct,50,200,8.58333,0.876021,0.825061,7,10.1667,7.83333,61.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,loss_aversion_gain_frame,loss_aversion_gain_frame,direct,50,200,4.25,0.668314,0.662531,3.08333,5.58542,3.33333,80,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,loss_aversion_loss_frame,loss_aversion_loss_frame,direct,50,200,8.25,0.937743,0.778482,6.75,9.91667,7.08333,63.5,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,loss_aversion_mixed_frame,loss_aversion_mixed_frame,direct,46,184,6.15942,0.912209,0.838443,4.61957,7.88043,5.43478,72.8261,,,,,,,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,osp_baseline,osp_baseline,osp,47,188,0.177305,0.125038,0.119004,0,0.443262,0,93.617,357,336,0,357,1,0.297619,,,,,,,,,,0,
da_cardinal,gpt4o,GPT-4o,osp_yesno,osp_yesno,osp,48,192,0.78125,0.554405,0.558709,0,2.08333,0,98.9583,363,341,0,363,0,0,,,,,,,0.879765,,,0,
da_cardinal,others,GPT-4o (mislabeled 'others' folder),direct_baseline,direct_baseline,direct,50,200,12.25,1.07298,1.1371,9.91667,14.5833,11.0833,51.5,,,,,,,,,,,,,,,,0,
da_cardinal,others,GPT-4o (mislabeled 'others' folder),osp_baseline,osp_baseline,osp,28,112,2.38095,1.31774,1.24457,0.297619,5.05952,0.297619,92.8571,194,194,0,194,4,2.06186,,,,,,,,,,0,
